filename,codec,episode,episode_title,language,media_type,resolution,season,source,studio,title,year
The Matrix 2007 FRENCH 480p BluRay XVID .FraMeSToR.mkv,XVID,,,FRENCH,movie,480p,,BluRay,,The Matrix,2007
[HorribleSubs] Stranger Things - 01 [1080p][Multiple Subtitle].mkv,,1,,,anime,1080p,,,HorribleSubs,Stranger Things,
[Underwater] Interstellar.-.23.(2160p).mkv,,23,,,anime,2160p,,,Underwater,Interstellar,
[Judas] Death Note - 09 [2160p][Multiple Subtitle].mkv,,9,,,anime,2160p,,,Judas,Death Note,
The_Mandalorian_2021_REPACK_720p_HULU_AVC_.AMIABLE.mkv,AVC,,,,movie,720p,,HULU,,The Mandalorian,2021
Demon_Slayer_S14E13_1440p_REMUX_DTS-HD.MA.5.1_WEBRip_HEVC.mkv,,13,,,tv,1440p,14,WEBRip,,Demon Slayer,
The-Shawshank-Redemption.S07E22.Legacy.1080p.mkv,,22,Legacy,,tv,,7,,,The Shawshank Redemption,
The-Office-1981.12.12-2160p-WEB-DL-XVID-VEXT.mkv,,,,,tv,2160p,,WEB-DL,,The Office,
The_Godfather_2021_720p_NETFLIX_FLAC_HEVC_.RARBG.mkv,HEVC,,,,movie,720p,,NETFLIX,,The Godfather,2021
One-Piece-3x23-Pilot-2160p-WEBRip-x264-GROUP.mkv,,23,Origins,,tv,2160p,3,WEBRip,,One Piece,
Fight-Club.S08E11.480p.DVDRip.mkv,,11,,,tv,,8,,,Fight Club,
The_Godfather_2021_2160p_WEB-DL_DTS-HD.MA.5.1_H.264_.FraMeSToR.mkv,H.264,,,,movie,2160p,,WEB-DL,,The Godfather,2021
[Commie] Attack on Titan - 22 [1440p].mkv,,22,,,anime,,,,Commie,Attack on Titan,
Game.of.Thrones.S04E12.The.Beginning.2160p.mkv,,12,The Beginning,,tv,,4,,,Game of Thrones,
Fullmetal Alchemist 12x06 1080p REPACK WEBRip HEVC.mkv,,6,,,tv,1080p,12,WEBRip,,Fullmetal Alchemist,
Death-Note.12x20.1080p.WEB-DL.mkv,,20,,,tv,,12,,,Death Note,
The.Mandalorian.1x20.2160p.HDTV.mkv,,20,,,tv,,1,,,The Mandalorian,
Attack-on-Titan-2024.05.20-Revelations-1080p-HULU-H.264-GECKOS.mkv,,,The Beginning,,tv,1080p,,HULU,,Attack on Titan,
Fight Club 12x21 Legacy 2160p BDRip x264.mkv,,21,Revelations,,tv,2160p,12,BDRip,,Fight Club,
Game.of.Thrones.S02E23.Revelations.1080p.mkv,,23,Revelations,,tv,,2,,,Game of Thrones,
Fight_Club_1994.05.10_2160p_WEB-DL_DDP5.1_x265_-RARBG.mkv,,,,,tv,2160p,,WEB-DL,,Fight Club,
Death Note 2000 480p HULU HEVC -FraMeSToR.mkv,HEVC,,,,movie,480p,,HULU,,Death Note,2000
One_Piece_2020_1440p_AMZN_AC3_x265_.FraMeSToR.mkv,x265,,,,movie,1440p,,AMZN,,One Piece,2020
Parasite-2014.11.02-1440p-BluRay-HEVC.mkv,,,,,tv,1440p,,BluRay,,Parasite,
Avengers-Endgame.S11E01.New-Dawn.1440p.mkv,,1,New Dawn,,tv,,11,,,Avengers Endgame,
Fullmetal-Alchemist-1993-REMASTERED-2160p-TrueHD.7.1-NETFLIX-x264-RARBG.mkv,x264,,,,movie,2160p,,NETFLIX,,Fullmetal Alchemist,1993
The Office.S02E23.Revelations.720p.mkv,,23,Revelations,,tv,,2,,,The Office,
Demon_Slayer_9x05_Aftermath_10bit_1440p_HDTV_HEVC_.YIFY.mkv,,5,New Dawn,,tv,1440p,9,HDTV,,Demon Slayer,
[Erai-raws] The Godfather - 19 [1440p][Multiple Subtitle].mkv,,19,,,anime,1440p,S3,,Erai-raws,The Godfather,
The_Shawshank_Redemption_S10E11E12_2160p_BluRay_FLAC_HEVC_.SPARKS.mkv,,11,,,tv,2160p,10,BluRay,,The Shawshank Redemption,
Attack-on-Titan.S09E14.Pilot.1440p.mkv,,14,Pilot,,tv,,9,,,Attack on Titan,
Interstellar 2014 EXTENDED 2160p DTS-HD.MA.5.1 WEBRip x264 .GECKOS.mkv,x264,,,,movie,2160p,,WEBRip,,Interstellar,2014
[Erai-raws] Death Note - 08 [BD][2160p][DualAudio].mkv,,8,,,anime,2160p,,,Erai-raws,Death Note,
Friends-2017-480p-BluRay-H.264-VEXT.mkv,H.264,,,,movie,480p,,BluRay,,Friends,2017
[SubsPlease] Jujutsu.Kaisen.-.04.(720p).mkv,,4,,,anime,720p,,,SubsPlease,Jujutsu Kaisen,
The Office S04E23 1440p HDTV x264 .GECKOS.mkv,,23,,,tv,1440p,4,HDTV,,The Office,
The_Matrix.S08E18.Legacy.2160p.mkv,,18,Legacy,,tv,,8,,,The Matrix,
Naruto_S10E04-05_1080p_10bit_NETFLIX_x264_.GROUP.mkv,,4,,,tv,1080p,10,NETFLIX,,Naruto,
The-Matrix-2012-RUSSIAN-480p-BluRay-DTS-HD.MA.5.1-x265-.SPARKS.mkv,x265,,,RUSSIAN,movie,480p,,BluRay,,The Matrix,2012
My-Hero-Academia-5x15-1440p-UNRATED-HULU-AVC-.VEXT.mkv,,15,,,tv,1440p,5,HULU,,My Hero Academia,
My_Hero_Academia_1999_1440p_HDTV_x264.mkv,x264,,,,movie,1440p,,HDTV,,My Hero Academia,1999
The Dark Knight 8x12 1440p WEBRip H.264 .YIFY.mkv,,12,,,tv,1440p,8,WEBRip,,The Dark Knight,
The-Office-2x12-1440p-WEB-DL-x265.mkv,,12,,,tv,1440p,2,WEB-DL,,The Office,
Interstellar 1983 10bit 2160p NETFLIX x265.mkv,x265,,,,movie,2160p,,NETFLIX,,Interstellar,1983
Pulp Fiction S05E06 Pilot PROPER 720p BluRay H.264 .GECKOS.mkv,,6,Revelations,,tv,720p,5,BluRay,,Pulp Fiction,
The Godfather 1980.06.07 2160p DVDRip x265 -AMIABLE.mkv,,,,,tv,2160p,,DVDRip,,The Godfather,
Death-Note-4x23-480p-DC-HULU-x265.mkv,,23,,,tv,480p,4,HULU,,Death Note,
Fullmetal Alchemist 1998 KOREAN 1080p NETFLIX DTS XVID .GROUP.mkv,XVID,,,KOREAN,movie,1080p,,NETFLIX,,Fullmetal Alchemist,1998
The_Godfather_2009_1440p_BluRay_H.264_-VEXT.mkv,H.264,,,,movie,1440p,,BluRay,,The Godfather,2009
Game of Thrones 2011 RUSSIAN 480p HDTV H.264 .GECKOS.mkv,H.264,,,RUSSIAN,movie,480p,,HDTV,,Game of Thrones,2011
Demon Slayer S13E10E11 New Dawn HDR 2160p WEBRip H.264 .SPARKS.mkv,,10,Revelations,,tv,2160p,13,WEBRip,,Demon Slayer,
[Judas] Parasite S3 - 02 [BD][1440p][HEVC].mkv,,2,,,anime,1440p,S3,,Judas,Parasite,
Naruto 2008 REPACK 2160p MP3 HULU x265.mkv,x265,,,,movie,2160p,,HULU,,Naruto,2008
[SubsPlease] Stranger.Things.-.15.(480p).mkv,,15,,,anime,480p,,,SubsPlease,Stranger Things,
Attack-on-Titan-1982-720p-WEB-DL-AC3-HEVC.mkv,HEVC,,,,movie,720p,,WEB-DL,,Attack on Titan,1982
My-Hero-Academia-S05E17-New-Dawn-1440p-BDRip-HEVC-.GROUP.mkv,,17,The Beginning,,tv,1440p,5,BDRip,,My Hero Academia,
Inception 2004 1440p BluRay x264 -YIFY.mkv,x264,,,,movie,1440p,,BluRay,,Inception,2004
Inception S02E08 Origins 1440p BDRip H.264 -FraMeSToR.mkv,,8,The End,,tv,1440p,2,BDRip,,Inception,
[Erai-raws] Pulp Fiction - 17 [1080p].mkv,,17,,,anime,1080p,,,Erai-raws,Pulp Fiction,
My-Hero-Academia-2010-1080p-WEBRip-XVID-SPARKS.mkv,XVID,,,,movie,1080p,,WEBRip,,My Hero Academia,2010
Demon Slayer S01E22 1440p DVDRip HEVC -VEXT.mkv,,22,,,tv,1440p,1,DVDRip,,Demon Slayer,
Death-Note.8x16.480p.DVDRip.mkv,,16,,,tv,,8,,,Death Note,
Pulp-Fiction-S08E23-Revelations-1080p-AMZN-H.264-GROUP.mkv,,23,Pilot,,tv,1080p,8,AMZN,,Pulp Fiction,
[SubsPlease] Naruto - 15 [2160p].mkv,,15,,,anime,,,,SubsPlease,Naruto,
Breaking.Bad.S01E10.The.End.720p.mkv,,10,The End,,tv,,1,,,Breaking Bad,
Fullmetal_Alchemist_1989_EXTENDED_2160p_HDTV_AVC_.VEXT.mkv,AVC,,,,movie,2160p,,HDTV,,Fullmetal Alchemist,1989
Naruto-1995-480p-WEB-DL-DTS-HD.MA.5.1-AVC-RARBG.mkv,AVC,,,,movie,480p,,WEB-DL,,Naruto,1995
Friends_2008.11.04_720p_BluRay_MP3_H.264_.RARBG.mkv,,,,,tv,720p,,BluRay,,Friends,
[Underwater] Death Note - 10 [BD][2160p][HEVC].mkv,,10,,,anime,2160p,,,Underwater,Death Note,
My Hero Academia S03E07 480p HDTV AVC .YIFY.mkv,,7,,,tv,480p,3,HDTV,,My Hero Academia,
The.Godfather.2012.1440p.DVDRip.x264.mkv,,,,,movie,1440p,,,,The Godfather,2012
[Underwater] Interstellar - 13 [1080p].mkv,,13,,,anime,1080p,,,Underwater,Interstellar,
Fullmetal.Alchemist.S15E11.2160p.WEBRip.mkv,,11,,,tv,,15,,,Fullmetal Alchemist,
[Erai-raws] Jujutsu Kaisen - 11 [BD][720p][DualAudio].mkv,,11,,,anime,720p,,,Erai-raws,Jujutsu Kaisen,
[Erai-raws] Breaking.Bad.S3.-.23.(480p).mkv,,23,,,anime,480p,S3,,Erai-raws,Breaking Bad,
The_Dark_Knight_1998_ITALIAN_HDR_1080p_HULU_H.264_-VEXT.mkv,H.264,,,ITALIAN,movie,1080p,,HULU,,The Dark Knight,1998
Friends.s13e13.720p.HDTV.mkv,,13,,,tv,,13,,,Friends,
Fullmetal_Alchemist.S07E24.1440p.HDTV.mkv,,24,,,tv,,7,,,Fullmetal Alchemist,
Fight-Club-1992-1080p-NETFLIX-DDP5.1-H.264-RARBG.mkv,H.264,,,,movie,1080p,,NETFLIX,,Fight Club,1992
Fight.Club.S13E23.Legacy.2160p.mkv,,23,Legacy,,tv,,13,,,Fight Club,
Naruto-2022.01.11-2160p-WEB-DL-DD5.1-x265-.FraMeSToR.mkv,,,,,tv,2160p,,WEB-DL,,Naruto,
Naruto.S13E10.The-End.1440p.mkv,,10,The End,,tv,,13,,,Naruto,
Avengers_Endgame_1992_1080p_AMZN_HEVC_-GECKOS.mkv,HEVC,,,,movie,1080p,,AMZN,,Avengers Endgame,1992
Friends.8x14.2160p.WEB-DL.mkv,,14,,,tv,,8,,,Friends,
Game_of_Thrones.S07E1.2160p.NETFLIX.mkv,,1,,,tv,,7,,,Game of Thrones,
Jujutsu Kaisen 1984 REMASTERED 1440p BDRip x264.mkv,x264,,,,movie,1440p,,BDRip,,Jujutsu Kaisen,1984
The_Matrix_1980_REPACK_480p_FLAC_HULU_AVC_.GROUP.mkv,AVC,,,,movie,480p,,HULU,,The Matrix,1980
[Judas] The Matrix - 09 [BD][1080p][Uncensored].mkv,,9,,,anime,1080p,,,Judas,The Matrix,
Friends-S06E04-1440p-NETFLIX-H.264.mkv,,4,,,tv,1440p,6,NETFLIX,,Friends,
[Judas] Game of Thrones - 03 [1440p].mkv,,3,,,anime,1440p,,,Judas,Game of Thrones,
Parasite.S12E01.The.Beginning.480p.mkv,,1,The Beginning,,tv,,12,,,Parasite,
My_Hero_Academia_1996_1080p_BluRay_AVC_.GROUP.mkv,AVC,,,,movie,1080p,,BluRay,,My Hero Academia,1996
[Commie] The Shawshank Redemption - 24 [1080p][Multiple Subtitle].mkv,,24,,,anime,1080p,,,Commie,The Shawshank Redemption,
Stranger-Things-S03E05-The-Beginning-720p-DVDRip-HEVC-.YIFY.mkv,,5,Aftermath,,tv,720p,3,DVDRip,,Stranger Things,
Demon-Slayer-10x18-Aftermath-EXTENDED-DDP5.1-2160p-AMZN-XVID.mkv,,18,Revelations,,tv,2160p,10,AMZN,,Demon Slayer,
Attack-on-Titan-1997.01.09-1080p-BluRay-DTS-XVID.mkv,,,,,tv,1080p,,BluRay,,Attack on Titan,
[Commie] The Office - 19 [720p].mkv,,19,,,anime,720p,,,Commie,The Office,
The Matrix 2002 2160p WEBRip x264 -SPARKS.mkv,x264,,,,movie,2160p,,WEBRip,,The Matrix,2002
Parasite-S08E05E06-Legacy-2160p-WEBRip-XVID-.VEXT.mkv,,5,Pilot,,tv,2160p,8,WEBRip,,Parasite,
Fullmetal Alchemist 2014 REMUX 1080p NETFLIX XVID -GROUP.mkv,XVID,,,,movie,1080p,,NETFLIX,,Fullmetal Alchemist,2014
Attack-on-Titan.S13E24.1080p.BDRip.mkv,,24,,,tv,,13,,,Attack on Titan,
[Judas] The Matrix - 22 [2160p].mkv,,22,,,anime,,,,Judas,The Matrix,
Breaking_Bad_1999.08.02_720p_HDR_BluRay_AVC_-YIFY.mkv,,,,,tv,720p,,BluRay,,Breaking Bad,
The_Matrix_1990_1080p_HULU_DTS_x265.mkv,x265,,,,movie,1080p,,HULU,,The Matrix,1990
Interstellar 2005 IMAX 1080p AMZN XVID -AMIABLE.mkv,XVID,,,,movie,1080p,,AMZN,,Interstellar,2005
One Piece 2002 PROPER 480p MP3 HULU x264.mkv,x264,,,,movie,480p,,HULU,,One Piece,2002
Fight Club.S12E15.Pilot.720p.mkv,,15,Pilot,,tv,,12,,,Fight Club,
[HorribleSubs] Naruto.-.15.(720p).mkv,,15,,,anime,720p,,,HorribleSubs,Naruto,
Demon-Slayer.S07E8.1440p.WEB-DL.mkv,,8,,,tv,,7,,,Demon Slayer,
Naruto_S09E19-20_Origins_EXTENDED_1440p_NETFLIX_H.264_.GROUP.mkv,,19,Pilot,,tv,1440p,9,NETFLIX,,Naruto,
The_Dark_Knight_1990_REMASTERED_480p_NETFLIX_H.264_.GECKOS.mkv,H.264,,,,movie,480p,,NETFLIX,,The Dark Knight,1990
One_Piece_1996.02.27_The_Beginning_1440p_WEB-DL_HEVC.mkv,,,The End,,tv,1440p,,WEB-DL,,One Piece,
[HorribleSubs] The Dark Knight - 06 [BD][720p][HEVC].mkv,,6,,,anime,720p,,,HorribleSubs,The Dark Knight,
[Judas] Friends - 11 [2160p].mkv,,11,,,anime,,,,Judas,Friends,
[Erai-raws] Avengers Endgame - 13 [2160p].mkv,,13,,,anime,,,,Erai-raws,Avengers Endgame,
[HorribleSubs] Breaking Bad - 21 [2160p].mkv,,21,,,anime,2160p,,,HorribleSubs,Breaking Bad,
Parasite.2016.1080p.BDRip.x265.mkv,,,,,movie,1080p,,,,Parasite,2016
Pulp.Fiction.s07e17.1080p.WEB-DL.mkv,,17,,,tv,,7,,,Pulp Fiction,
Breaking-Bad-5x23-Pilot-PROPER-1080p-WEB-DL-XVID.mkv,,23,Origins,,tv,1080p,5,WEB-DL,,Breaking Bad,
Pulp-Fiction-S07E11-12-Aftermath-480p-BDRip-x264-SPARKS.mkv,,11,New Dawn,,tv,480p,7,BDRip,,Pulp Fiction,
Fullmetal_Alchemist_1985_1080p_NETFLIX_HEVC_.RARBG.mkv,HEVC,,,,movie,1080p,,NETFLIX,,Fullmetal Alchemist,1985
Naruto_2014_480p_WEB-DL_HEVC.mkv,HEVC,,,,movie,480p,,WEB-DL,,Naruto,2014
Stranger-Things-S07E05-480p-REMASTERED-DD5.1-DVDRip-AVC.mkv,,5,,,tv,480p,7,DVDRip,,Stranger Things,
Fullmetal-Alchemist-3x16-The-End-1440p-AAC-DVDRip-AVC-.RARBG.mkv,,16,Origins,,tv,1440p,3,DVDRip,,Fullmetal Alchemist,
Naruto_1995.07.06_1080p_PROPER_HULU_HEVC_.FraMeSToR.mkv,,,,,tv,1080p,,HULU,,Naruto,
Interstellar-S06E13E14-New-Dawn-EXTENDED-MP3-1080p-NETFLIX-XVID-RARBG.mkv,,13,The End,,tv,1080p,6,NETFLIX,,Interstellar,
[HorribleSubs] My Hero Academia - 19 [BD][1440p][DualAudio].mkv,,19,,,anime,1440p,,,HorribleSubs,My Hero Academia,
Naruto_1993_FRENCH_REPACK_480p_WEB-DL_HEVC_-FraMeSToR.mkv,HEVC,,,FRENCH,movie,480p,,WEB-DL,,Naruto,1993
Avengers_Endgame_S11E17E18_480p_IMAX_WEBRip_x265.mkv,,17,,,tv,480p,11,WEBRip,,Avengers Endgame,
[Erai-raws] The Matrix - 09 [480p].mkv,,9,,,anime,,,,Erai-raws,The Matrix,
Avengers_Endgame_4x16_720p_10bit_DTS-HD.MA.5.1_WEB-DL_AVC_.SPARKS.mkv,,16,,,tv,720p,4,WEB-DL,,Avengers Endgame,
The_Godfather_2005.05.26_New_Dawn_480p_DVDRip_x265_-VEXT.mkv,,,Revelations,,tv,480p,,DVDRip,,The Godfather,
Naruto_6x04_New_Dawn_IMAX_1440p_NETFLIX_x264_.AMIABLE.mkv,,4,New Dawn,,tv,1440p,6,NETFLIX,,Naruto,
The-Mandalorian-1997.10.20-The-Beginning-720p-AMZN-AVC-.GECKOS.mkv,,,New Dawn,,tv,720p,,AMZN,,The Mandalorian,
Jujutsu_Kaisen_2015_REMASTERED_2160p_BluRay_H.264_-GECKOS.mkv,H.264,,,,movie,2160p,,BluRay,,Jujutsu Kaisen,2015
[HorribleSubs] Jujutsu Kaisen - 16 [720p].mkv,,16,,,anime,,,,HorribleSubs,Jujutsu Kaisen,
My Hero Academia S10E04E05 720p HDTV AC3 H.264 .FraMeSToR.mkv,,4,,,tv,720p,10,HDTV,,My Hero Academia,
Interstellar_2023.12.11_The_Beginning_2160p_HDTV_HEVC.mkv,,,The End,,tv,2160p,,HDTV,,Interstellar,
Death Note 1983.09.21 Revelations 1440p NETFLIX HEVC.mkv,,,Legacy,,tv,1440p,,NETFLIX,,Death Note,
[Judas] Avengers Endgame - 16 [BD][2160p][DualAudio].mkv,,16,,,anime,2160p,,,Judas,Avengers Endgame,
[Erai-raws] The Godfather - 19 [2160p].mkv,,19,,,anime,,,,Erai-raws,The Godfather,
Breaking Bad 2022.04.11 Origins 1440p AAC HDTV x264.mkv,,,Pilot,,tv,1440p,,HDTV,,Breaking Bad,
Stranger Things 1987.05.02 1440p WEBRip x265 -RARBG.mkv,,,,,tv,1440p,,WEBRip,,Stranger Things,
[SubsPlease] Stranger Things - 12 [2160p].mkv,,12,,,anime,2160p,,,SubsPlease,Stranger Things,
The Shawshank Redemption 2010.11.03 1440p WEBRip DDP5.1 x264 .FraMeSToR.mkv,,,,,tv,1440p,,WEBRip,,The Shawshank Redemption,
The-Dark-Knight-2004.01.08-New-Dawn-REPACK-FLAC-1440p-DVDRip-x264-.GECKOS.mkv,,,New Dawn,,tv,1440p,,DVDRip,,The Dark Knight,
[MTBB] The Office - 02 [480p].mkv,,2,,,anime,480p,,,MTBB,The Office,
The-Matrix.S12E1.720p.DVDRip.mkv,,1,,,tv,,12,,,The Matrix,
The_Matrix_1996_HDR_1080p_MP3_WEBRip_x264.mkv,x264,,,,movie,1080p,,WEBRip,,The Matrix,1996
[Underwater] Breaking Bad S2 - 12 [480p].mkv,,12,,,anime,480p,S2,,Underwater,Breaking Bad,
Interstellar.1992.1440p.DVDRip.HEVC.mkv,,,,,movie,1440p,,,,Interstellar,1992
[Judas] My Hero Academia S3 - 19 [1440p].mkv,,19,,,anime,1440p,S3,,Judas,My Hero Academia,
[HorribleSubs] The.Dark.Knight.-.17.(480p).mkv,,17,,,anime,480p,,,HorribleSubs,The Dark Knight,
The.Office.10x09.1440p.AMZN.mkv,,9,,,tv,,10,,,The Office,
The.Godfather.s05e09.720p.HULU.mkv,,9,,,tv,,5,,,The Godfather,
Naruto S06E20 480p 10bit DTS-HD.MA.5.1 BluRay x265 .RARBG.mkv,,20,,,tv,480p,6,BluRay,,Naruto,
[Commie] Breaking.Bad.S3.-.06.(1080p).mkv,,6,,,anime,1080p,S3,,Commie,Breaking Bad,
Interstellar 2014 ITALIAN 480p NETFLIX HEVC .SPARKS.mkv,HEVC,,,ITALIAN,movie,480p,,NETFLIX,,Interstellar,2014
Inception.S13E03.The End.1080p.mkv,,3,The End,,tv,,13,,,Inception,
Fight_Club.S01E23.The_End.1440p.mkv,,23,The End,,tv,,1,,,Fight Club,
[MTBB] The Office - 13 [1080p].mkv,,13,,,anime,,,,MTBB,The Office,
[Commie] Fullmetal Alchemist - 15 [1440p].mkv,,15,,,anime,1440p,,,Commie,Fullmetal Alchemist,
Fight-Club-S01E22E23-Origins-1440p-MP3-HDTV-AVC-.GECKOS.mkv,,22,Revelations,,tv,1440p,1,HDTV,,Fight Club,
[Erai-raws] The Shawshank Redemption S3 - 02 [BD][2160p][Uncensored].mkv,,2,,,anime,2160p,S3,,Erai-raws,The Shawshank Redemption,
One-Piece-1998-480p-WEB-DL-XVID.mkv,XVID,,,,movie,480p,,WEB-DL,,One Piece,1998
[SubsPlease] Fullmetal Alchemist - 16 [BD][1440p][DualAudio].mkv,,16,,,anime,1440p,,,SubsPlease,Fullmetal Alchemist,
[MTBB] My.Hero.Academia.-.03.(480p).mkv,,3,,,anime,480p,,,MTBB,My Hero Academia,
The-Office-1994-IMAX-1080p-AMZN-H.264-YIFY.mkv,H.264,,,,movie,1080p,,AMZN,,The Office,1994
[Commie] The Godfather - 16 [2160p].mkv,,16,,,anime,2160p,,,Commie,The Godfather,
Attack_on_Titan.s14e23.1440p.BDRip.mkv,,23,,,tv,,14,,,Attack on Titan,
[Underwater] The Dark Knight S2 - 20 [BD][480p][DualAudio].mkv,,20,,,anime,480p,S2,,Underwater,The Dark Knight,
Fight-Club-1983.03.01-2160p-BDRip-DTS-HD.MA.5.1-HEVC-.GROUP.mkv,,,,,tv,2160p,,BDRip,,Fight Club,
Friends-11x06-2160p-WEBRip-DD5.1-H.264-FraMeSToR.mkv,,6,,,tv,2160p,11,WEBRip,,Friends,
Death_Note_6x12_Pilot_1080p_AMZN_H.264_.GECKOS.mkv,,12,Aftermath,,tv,1080p,6,AMZN,,Death Note,
Stranger-Things-2023-REMASTERED-720p-HDTV-x264.mkv,x264,,,,movie,720p,,HDTV,,Stranger Things,2023
[Underwater] One Piece - 17 [720p].mkv,,17,,,anime,,,,Underwater,One Piece,
[Erai-raws] Parasite - 19 [720p][HEVC].mkv,,19,,,anime,720p,S2,,Erai-raws,Parasite,
Interstellar_1980_1080p_WEBRip_H.264_.YIFY.mkv,H.264,,,,movie,1080p,,WEBRip,,Interstellar,1980
[HorribleSubs] Parasite - 06 [720p].mkv,,6,,,anime,,,,HorribleSubs,Parasite,
Interstellar-2024.01.19-720p-HULU-HEVC-.VEXT.mkv,,,,,tv,720p,,HULU,,Interstellar,
[Erai-raws] Demon Slayer - 06 [1080p][HEVC].mkv,,6,,,anime,1080p,,,Erai-raws,Demon Slayer,
[Judas] Pulp Fiction - 18 [480p].mkv,,18,,,anime,,,,Judas,Pulp Fiction,
[Erai-raws] Pulp.Fiction.S2.-.16.(2160p).mkv,,16,,,anime,2160p,S2,,Erai-raws,Pulp Fiction,
Interstellar-1996-1080p-HULU-H.264-.SPARKS.mkv,H.264,,,,movie,1080p,,HULU,,Interstellar,1996
The_Office_2010_10bit_720p_FLAC_BDRip_x264.mkv,x264,,,,movie,720p,,BDRip,,The Office,2010
Interstellar S06E18 1080p DVDRip HEVC.mkv,,18,,,tv,1080p,6,DVDRip,,Interstellar,
Game of Thrones 1998 REPACK 720p WEBRip H.264 .VEXT.mkv,H.264,,,,movie,720p,,WEBRip,,Game of Thrones,1998
My.Hero.Academia.1984.720p.WEBRip.AVC.mkv,,,,,movie,720p,,,,My Hero Academia,1984
Jujutsu_Kaisen.S02E13.Revelations.480p.mkv,,13,Revelations,,tv,,2,,,Jujutsu Kaisen,
Naruto S12E21 2160p AMZN HEVC -AMIABLE.mkv,,21,,,tv,2160p,12,AMZN,,Naruto,
Death Note 1997.10.18 2160p EXTENDED AAC BDRip H.264 -RARBG.mkv,,,,,tv,2160p,,BDRip,,Death Note,
[HorribleSubs] The Matrix - 08 [480p].mkv,,8,,,anime,,,,HorribleSubs,The Matrix,
The-Office-S05E12-2160p-UNRATED-AMZN-XVID-.SPARKS.mkv,,12,,,tv,2160p,5,AMZN,,The Office,
Death_Note_S08E05-06_Legacy_1440p_FLAC_HDTV_H.264_-RARBG.mkv,,5,The Beginning,,tv,1440p,8,HDTV,,Death Note,
The-Matrix-2019-UNRATED-1080p-BDRip-HEVC-GECKOS.mkv,HEVC,,,,movie,1080p,,BDRip,,The Matrix,2019
[Underwater] Avengers Endgame - 03 [2160p].mkv,,3,,,anime,,,,Underwater,Avengers Endgame,
The_Mandalorian_S10E10E11_Pilot_2160p_TrueHD.7.1_HDTV_x264.mkv,,10,New Dawn,,tv,2160p,10,HDTV,,The Mandalorian,
Fight Club 1994.10.16 Pilot 720p BluRay x265 .FraMeSToR.mkv,,,New Dawn,,tv,720p,,BluRay,,Fight Club,
Stranger Things S01E20E21 The End 720p TrueHD.7.1 WEB-DL HEVC -YIFY.mkv,,20,Pilot,,tv,720p,1,WEB-DL,,Stranger Things,
Parasite.7x14.1080p.WEB-DL.mkv,,14,,,tv,,7,,,Parasite,
[Judas] Inception.-.13.(2160p).mkv,,13,,,anime,2160p,,,Judas,Inception,
The Godfather.1981.720p.NETFLIX.x265.mkv,,,,,movie,720p,,,,The Godfather,1981
The-Mandalorian-1994.09.06-480p-HDTV-AC3-x264-.GROUP.mkv,,,,,tv,480p,,HDTV,,The Mandalorian,
Avengers-Endgame-1996-1080p-WEBRip-H.264.mkv,H.264,,,,movie,1080p,,WEBRip,,Avengers Endgame,1996
The-Mandalorian-S15E10-Pilot-480p-DD5.1-BDRip-AVC.mkv,,10,Origins,,tv,480p,15,BDRip,,The Mandalorian,
Death Note 1993 1440p NETFLIX DDP5.1 x264 -FraMeSToR.mkv,x264,,,,movie,1440p,,NETFLIX,,Death Note,1993
[Commie] Demon Slayer - 06 [1080p].mkv,,6,,,anime,,,,Commie,Demon Slayer,
Breaking.Bad.S07E15.2160p.WEB-DL.mkv,,15,,,tv,,7,,,Breaking Bad,
Pulp_Fiction_1988_1080p_NETFLIX_DTS_XVID_.YIFY.mkv,XVID,,,,movie,1080p,,NETFLIX,,Pulp Fiction,1988
Friends_S14E23E24_480p_REPACK_DD5.1_HDTV_x264.mkv,,23,,,tv,480p,14,HDTV,,Friends,
Game_of_Thrones_1997_1440p_WEBRip_AC3_x264.mkv,x264,,,,movie,1440p,,WEBRip,,Game of Thrones,1997
The-Office-2020-JAPANESE-DC-720p-DVDRip-HEVC-.GROUP.mkv,HEVC,,,JAPANESE,movie,720p,,DVDRip,,The Office,2020
Breaking-Bad-1982-REMUX-720p-AAC-AMZN-XVID.mkv,XVID,,,,movie,720p,,AMZN,,Breaking Bad,1982
Fullmetal-Alchemist-1988.09.13-The-End-10bit-2160p-DVDRip-x265-.RARBG.mkv,,,Aftermath,,tv,2160p,,DVDRip,,Fullmetal Alchemist,
[MTBB] Friends - 23 [BD][480p][DualAudio].mkv,,23,,,anime,480p,,,MTBB,Friends,
Fullmetal_Alchemist_2017_UNRATED_2160p_BluRay_x264_.VEXT.mkv,x264,,,,movie,2160p,,BluRay,,Fullmetal Alchemist,2017
[Underwater] Interstellar - 22 [2160p].mkv,,22,,,anime,2160p,,,Underwater,Interstellar,
Inception.S02E10.Pilot.720p.mkv,,10,Pilot,,tv,,2,,,Inception,
The-Mandalorian-2007.06.10-480p-HULU-x264.mkv,,,,,tv,480p,,HULU,,The Mandalorian,
Fullmetal-Alchemist-2016-DC-1080p-NETFLIX-H.264.mkv,H.264,,,,movie,1080p,,NETFLIX,,Fullmetal Alchemist,2016
The-Godfather-2006.09.26-1080p-DVDRip-TrueHD.7.1-AVC-AMIABLE.mkv,,,,,tv,1080p,,DVDRip,,The Godfather,
